record_origin,display_priority,dedupe_key,poi_id,name,city,region,country,primary_source,osm_id,wikidata_id,wikipedia_title,primary_category,display_categories,themes,review_status,is_active,short_description,base_significance_score,quality_score,walk_affinity_hint,drive_affinity_hint,historical_flag,cultural_flag,scenic_flag,infrastructure_flag,food_identity_flag,lon,lat,merge_note
database,50,osm:way/462198751,f4456626-8f84-4e0c-8de5-10e448de2e9f,Monsignor Patrick Smith Park,santa-fe,new-mexico,usa,osm_overpass,way/462198751,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,57.50,0.75,0.60,f,f,t,f,f,-105.92024399470303,35.67996681669095,
database,50,osm:node/6433195601,4ea6b08d-12b8-449e-992d-59d46277c0e2,Moon Mountain,santa-fe,new-mexico,usa,osm_overpass,node/6433195601,,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,57.00,65.00,0.55,0.90,f,f,t,f,f,-105.9071437,35.655038,
database,50,osm:node/4578312606,9609649d-9a7c-4ca5-a5a6-bcd7266914b3,Morning Star Gallery;Morning Star,santa-fe,new-mexico,usa,osm_overpass,node/4578312606,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,80.00,0.90,0.60,f,f,f,f,f,-105.9309821,35.6826558,
database,50,osm:way/1261412072,7ace5ea3-0bc0-4332-8d1b-f385bf74f679,Morning Zia,santa-fe,new-mexico,usa,osm_overpass,way/1261412072,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,62.50,0.55,0.90,f,f,f,t,f,-106.03995825858625,35.6398314666999,
database,50,osm:node/357590922,acf889f8-3f6f-46f4-a9cc-23b8b751f028,Mountain Cloud Zen Center,santa-fe,new-mexico,usa,osm_overpass,node/357590922,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,77.50,0.55,0.60,f,t,f,f,f,-105.9170234,35.6383595,
database,50,osm:node/357597131,b005706a-e9c2-4b6a-a56e-e4c24130d8e3,Mount Carmel Chapel,santa-fe,new-mexico,usa,osm_overpass,node/357597131,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,62.50,0.55,0.60,f,t,f,f,f,-105.9200207,35.6686425,
database,50,osm:node/4700306590,77f469c5-2786-49f3-8a5e-672189687c79,Mr and Mrs William Field Residence,santa-fe,new-mexico,usa,osm_overpass,node/4700306590,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,75.00,0.55,0.90,t,f,f,f,f,-105.9227525,35.6808216,
database,50,osm:way/688055513,c6a9894d-ad13-4637-a1da-aa5b5ddad497,Municipal Biosolids Composting Facility,santa-fe,new-mexico,usa,osm_overpass,way/688055513,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-106.08435557841196,35.62839995666819,
database,50,osm:way/669248882,0f99ff5e-c4a2-43b2-b4c9-927228af6cd4,Municipal Recreation Sports Complex,santa-fe,new-mexico,usa,osm_overpass,way/669248882,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-106.06312010066112,35.66537179198725,
database,50,osm:way/726056076,37f9c337-e264-4958-8210-fc04f08e8621,Museum Hill,santa-fe,new-mexico,usa,osm_overpass,way/726056076,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-105.92569471926674,35.665132672347305,
database,50,osm:way/461700331,c6f98aaf-23b7-460f-b52b-388a86c11921,Museum of Contemporary Native Arts,santa-fe,new-mexico,usa,osm_overpass,way/461700331,Q72031682,IAIA Museum of Contemporary Native Arts,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,68.00,85.00,0.75,0.75,t,f,f,f,f,-105.9370451992145,35.68705710831424,
database,50,osm:way/366767547,3c6cfb5d-ce8e-48a2-929a-614d7961833d,Museum of Indian Arts and Culture,santa-fe,new-mexico,usa,osm_overpass,way/366767547,Q6940883,Museum_of_Indian_Arts_and_Culture,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,71.00,90.00,0.75,0.75,t,f,f,f,f,-105.92484505598091,35.665089003033316,
database,50,osm:way/370483915,1f63c320-9846-4a44-95aa-b120f87ff130,Museum of International Folk Art,santa-fe,new-mexico,usa,osm_overpass,way/370483915,Q6940891,Museum_of_International_Folk_Art,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,71.00,90.00,0.75,0.75,t,f,f,f,f,-105.92653396509542,35.66405650306922,
database,50,osm:node/11009448367,40400f85-28e4-4007-b986-690312f58cf5,Museum of Light,santa-fe,new-mexico,usa,osm_overpass,node/11009448367,,,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,64.00,77.50,0.75,0.75,t,f,f,f,f,-105.940258,35.687051,
database,50,osm:way/726056078,11b4fa2a-f238-4ea4-b8b5-5c3a93ba16a3,Museum of Spanish Colonial Art,santa-fe,new-mexico,usa,osm_overpass,way/726056078,Q71856331,,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,68.00,67.50,0.75,0.75,t,f,f,f,f,-105.92412691487822,35.666059924837406,
database,50,osm:way/462245389,26059f2e-7d25-4823-adaf-fec74436d2a4,Nathalie,santa-fe,new-mexico,usa,osm_overpass,way/462245389,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,65.00,0.90,0.60,f,f,f,f,f,-105.93122718089408,35.68273350805308,
database,50,osm:node/6738109660,e73423fe-d3c6-4040-a3f9-088bb857f7b0,Navajo Veterans Memorial,santa-fe,new-mexico,usa,osm_overpass,node/6738109660,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,57.50,0.55,0.60,t,f,f,f,f,-105.9473017,35.7016721,
database,50,osm:way/474078650,ded6d90a-1011-4e1f-9571-8c16a3d34740,NDI New Mexico,santa-fe,new-mexico,usa,osm_overpass,way/474078650,,,culture,culture,,needs_review,t,Cultural venue that signals local performance and public life.,56.00,72.50,0.75,0.60,f,t,f,f,f,-105.96358903171539,35.68355864743111,
database,50,osm:way/669051852,1023f5b5-8125-4baa-b044-804a260e7a20,New Mexico Department of Game & Fish,santa-fe,new-mexico,usa,osm_overpass,way/669051852,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-106.07608648255844,35.67155785643259,
database,50,osm:way/457821444,5526e443-2b50-403b-b857-1373ce69c73a,New Mexico History Museum,santa-fe,new-mexico,usa,osm_overpass,way/457821444,Q43079348,New Mexico History Museum,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,68.00,85.00,0.75,0.75,t,f,f,f,f,-105.93801776034176,35.68829117830107,
database,50,osm:node/6543637601,8f368344-25fa-4b6a-972d-084409dd7420,New Mexico Military Museum,santa-fe,new-mexico,usa,osm_overpass,node/6543637601,,,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,64.00,77.50,0.75,0.75,t,f,f,f,f,-105.9371045,35.6736032,
database,50,osm:relation/6819957,4f3b68e0-5c14-4af6-ac41-010faaeba436,New Mexico Museum of Art,santa-fe,new-mexico,usa,osm_overpass,relation/6819957,Q559229,New_Mexico_Museum_of_Art,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,71.00,80.00,0.75,0.75,t,f,f,f,f,-105.93913660000001,35.688247100000005,
database,50,osm:node/12073106142,f44cf57f-f64a-4bd3-8946-af81d1c4270c,New Mexico Public Welfare Building,santa-fe,new-mexico,usa,osm_overpass,node/12073106142,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,62.50,0.55,0.60,t,f,f,f,f,-105.9426082,35.6835411,
database,50,osm:way/461776261,ded2294a-5d8d-46ed-b534-b4cc523f86f7,New Mexico School for the Arts,santa-fe,new-mexico,usa,osm_overpass,way/461776261,Q107862639,New_Mexico_School_for_the_Arts,history,history|culture,,needs_review,t,former Santa Fe Builders Supply Company Building (SanBusCo),75.00,90.00,0.55,0.90,t,t,f,f,f,-105.94755639661282,35.685334657927925,
database,50,osm:way/478531462,6ed436e6-d663-47ea-9602-52b06d5b6792,New Mexico School for the Deaf Library,santa-fe,new-mexico,usa,osm_overpass,way/478531462,,,history,history|culture,,needs_review,t,Museum or interpretive site with clear historical context.,64.00,80.00,0.75,0.75,t,t,f,f,f,-105.9576848351175,35.67688232716487,
database,50,osm:relation/15513197,c8460093-2ec3-49f3-bb05-a102ac172ba9,New Mexico State Capitol Complex,santa-fe,new-mexico,usa,osm_overpass,relation/15513197,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,60.00,0.75,0.60,f,f,t,f,f,-105.93909235,35.68311705,
database,50,osm:way/729415490,197337b5-70b1-4215-a80c-84ca85b924b1,New Mexico State Offices,santa-fe,new-mexico,usa,osm_overpass,way/729415490,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,60.00,0.75,0.60,f,f,t,f,f,-105.97774019073546,35.652742119180054,
database,50,osm:node/6760828125,fd5c8da5-a27b-474d-b745-6910aa7a556d,New Mexico Veterans Memorial,santa-fe,new-mexico,usa,osm_overpass,node/6760828125,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,57.50,0.55,0.60,t,f,f,f,f,-105.9418152,35.6846121,
database,50,osm:way/346118794,523827e2-ff77-4294-970f-753c8b2dfc07,Nichols Dam,santa-fe,new-mexico,usa,osm_overpass,way/346118794,Q48994549,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",68.00,72.50,0.55,0.90,f,f,f,t,f,-105.8806389229545,35.69047634906568,
database,50,osm:way/133795568,d96f972a-cd1d-491a-b4f1-b83b0973477c,Nichols Reservoir,santa-fe,new-mexico,usa,osm_overpass,way/133795568,,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,57.00,65.00,0.55,0.90,f,f,t,f,f,-105.87738294973899,35.69081102059597,
database,50,osm:node/12092296453,78b12679-2fe3-4350-929b-2ba2fb9bbbe6,Nichols Reservoir near Santa Fe,santa-fe,new-mexico,usa,osm_overpass,node/12092296453,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,80.00,0.55,0.90,f,f,f,t,f,-105.88,35.6894444,
database,50,osm:node/11270781129,a4fbb343-5b6c-40cd-a67b-689c3c6cea7d,Niman Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/11270781129,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.938121,35.6889727,
database,50,osm:node/13356910850,257a8ecf-2cb6-4694-ab5d-bd1943880c36,Nüart Gallery,santa-fe,new-mexico,usa,osm_overpass,node/13356910850,Q137223299,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,60.00,85.00,0.90,0.60,f,f,f,f,f,-105.926434,35.6808643,
database,50,osm:way/725191463,fc7a7178-cb0b-4a24-abf0-f338aae597df,Nuestra Señora de Guadalupe Catholic Church,santa-fe,new-mexico,usa,osm_overpass,way/725191463,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,80.00,0.55,0.60,f,t,f,f,f,-105.9453038952757,35.687090160713254,
database,50,osm:way/475154747,91e1f01c-1013-4e53-a170-691ed8610a54,O'Bannon Field,santa-fe,new-mexico,usa,osm_overpass,way/475154747,Q49533758,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,67.50,0.75,0.60,f,f,t,f,f,-105.99226247502003,35.63953578775532,
database,50,osm:node/11270781104,8aa64a0e-3125-4f38-b9c7-6bdd35cfe16c,Ofuskie Open Studio / Independent Artists Studio,santa-fe,new-mexico,usa,osm_overpass,node/11270781104,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,65.00,0.90,0.60,f,f,f,f,f,-105.939757,35.6871975,
database,50,osm:node/8982812369,04e55964-138b-4630-82f3-7f3ff6ec0580,Old Cross of the Martyrs,santa-fe,new-mexico,usa,osm_overpass,node/8982812369,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,57.50,0.55,0.60,t,f,f,f,f,-105.9391273,35.6954247,
database,50,osm:way/726897852,9af25a56-4082-407b-8472-280491215462,Old Las Vegas Place,santa-fe,new-mexico,usa,osm_overpass,way/726897852,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.92672715047874,35.637578493122305,
database,50,osm:way/726897851,f93aa624-c6f6-437f-8b4e-0c119dcf4fcc,Old Las Vegas Place,santa-fe,new-mexico,usa,osm_overpass,way/726897851,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.92493208410897,35.63472156861884,
database,50,osm:way/726897853,5a6b442f-6f65-4836-a67a-61560bdef3f9,Old Las Vegas Place,santa-fe,new-mexico,usa,osm_overpass,way/726897853,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.92597322528017,35.63647682535762,
database,50,osm:node/6536030582,90dadc1d-6e81-45bc-bd3b-277813db0473,Old Pumphouse,santa-fe,new-mexico,usa,osm_overpass,node/6536030582,,,history,history,,needs_review,t,Historic site with strong local landscape context.,70.00,55.00,0.55,0.90,t,f,f,f,f,-105.9154953,35.6789193,
database,50,osm:way/861291283,f482c5d0-3e63-41af-a811-6b03b1361118,Old Santa Fe Trail Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291283,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,60.00,0.55,0.90,f,f,f,t,f,-105.93763917644856,35.68469717697388,
database,50,osm:way/886905635,15141a6a-a72d-46b9-adc8-0ae71f0f5143,Olive Park,santa-fe,new-mexico,usa,osm_overpass,way/886905635,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,57.50,0.75,0.60,f,f,t,f,f,-106.04326041247762,35.64898069299648,
database,50,osm:way/461791452,5a8f3089-bb5b-4453-9702-b6f9abbffd0b,Orlando Fernandez Park,santa-fe,new-mexico,usa,osm_overpass,way/461791452,Q49536104,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,75.00,0.75,0.60,f,f,t,f,f,-105.94894141865288,35.67827873374698,
database,50,osm:node/4700353317,0d3952bd-2ab2-4c57-9428-d3d4222552aa,Ortiz y Ortiz Residence,santa-fe,new-mexico,usa,osm_overpass,node/4700353317,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,67.50,0.55,0.90,t,f,f,f,f,-105.9480124,35.6897879,
database,50,osm:way/461766412,5d05fdf1-4c50-443d-87bc-d98baff37157,Ortiz Y Pino House,santa-fe,new-mexico,usa,osm_overpass,way/461766412,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.94309720442791,35.682134747745984,
database,50,osm:way/1212812771,88c10a65-10b4-4568-897f-6cd3887f8b13,Our Lady of Guadalupe,santa-fe,new-mexico,usa,osm_overpass,way/1212812771,Q122924001,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,66.00,80.00,0.55,0.60,t,f,f,f,f,-105.94467334537099,35.686956621363684,
database,50,osm:node/10740282271,f3121031-aa79-4e2e-864c-cb56ae24b214,Owen Gallery,santa-fe,new-mexico,usa,osm_overpass,node/10740282271,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9333012,35.6835128,
database,50,osm:way/475410720,ff645cfb-56ee-474d-bf8b-f366b7c14901,Pacheco,santa-fe,new-mexico,usa,osm_overpass,way/475410720,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.95747954259251,35.667946471912046,
database,50,osm:way/461700320,d38e6d3d-1e94-4c9d-9de6-3f77c158510b,Padre Gallegos House,santa-fe,new-mexico,usa,osm_overpass,way/461700320,Q125156701,,history,history,,needs_review,t,Historic site with strong local landscape context.,72.00,82.50,0.55,0.90,t,f,f,f,f,-105.93628513681945,35.69014274887981,
database,50,osm:node/6833786955,12f8ad08-3ce3-4a3c-9d04-4a28cbd29848,Painter,santa-fe,new-mexico,usa,osm_overpass,node/6833786955,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,67.50,0.55,0.60,t,f,f,f,f,-105.933234,35.688126,
database,50,osm:way/310833338,6ad02156-0b42-425a-95e6-243d2e6413fd,Palace of the Governors,santa-fe,new-mexico,usa,osm_overpass,way/310833338,Q2442235,Palace_of_the_Governors,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,71.00,90.00,0.75,0.75,t,f,f,f,f,-105.93815261735776,35.68791375490983,
database,50,osm:way/480313827,97bff2c8-2f06-4f85-bbc7-1826c01984b3,Paolo Soleri Amphitheater,santa-fe,new-mexico,usa,osm_overpass,way/480313827,Q7132249,Paolo_Soleri_Amphitheater,culture,culture,,needs_review,t,Cultural venue that signals local performance and public life.,63.00,90.00,0.75,0.60,f,t,f,f,f,-105.96785134801671,35.67228892558755,
database,50,osm:way/725437266,f366063a-170f-48a5-82f9-dff69b4b68d1,Parkhill Condominiums,santa-fe,new-mexico,usa,osm_overpass,way/725437266,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.99589362754406,35.63447001718979,
database,50,osm:way/720403449,4a46230a-1359-4b2e-b0da-c754939062da,Park Plazas Tennis Courts,santa-fe,new-mexico,usa,osm_overpass,way/720403449,,,civic,civic,,needs_review,t,Civic space that helps explain the structure of public life.,66.00,55.00,0.90,0.75,f,f,f,t,f,-105.98742157331478,35.634761643361145,
database,50,osm:way/861291286,e91f0187-0ce8-44b4-8fce-b7f8da8ccccc,Paseo de Peralta Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291286,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.93402100028163,35.684255394531625,
database,50,osm:node/11247433656,484b7cea-a2c4-49b8-b311-3adebd7a193c,Patina Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11247433656,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.940105,35.6883705,
database,50,osm:way/861291265,c11856f9-0377-4dd7-897c-eade711d2380,Patrick Smith Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291265,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.91890111399894,35.6803493275037,
database,50,osm:node/12443428257,6d720d78-cbe1-4b4c-9546-36fcdca14e93,P`aula Roland Art,santa-fe,new-mexico,usa,osm_overpass,node/12443428257,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9607248,35.6633854,
database,50,osm:node/11270781098,156cea1e-5ea8-4b6f-82d0-b5e1a5940bc1,Peaceful Wind Fine Asian Art,santa-fe,new-mexico,usa,osm_overpass,node/11270781098,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,72.50,0.90,0.60,f,f,f,f,f,-105.9403256,35.6876215,
database,50,osm:way/686516978,bbee8ec5-ca60-4cbd-9ea0-396893a0c535,Performance Circle,santa-fe,new-mexico,usa,osm_overpass,way/686516978,,,culture,culture,,needs_review,t,Cultural venue that signals local performance and public life.,56.00,57.50,0.75,0.60,f,t,f,f,f,-105.92524167676272,35.66462396610062,
database,50,osm:node/4700353321,f5f5b7b9-cde0-435d-95c8-90cdd719110d,Peter Van Dresser House,santa-fe,new-mexico,usa,osm_overpass,node/4700353321,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,67.50,0.55,0.90,t,f,f,f,f,-105.9211499,35.6791506,
database,50,osm:way/461705737,e1a90804-892b-47c6-afb3-0b95714caac9,Peyton Wright Gallery,santa-fe,new-mexico,usa,osm_overpass,way/461705737,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,77.50,0.90,0.60,f,f,f,f,f,-105.93402538098803,35.6869278906651,
database,50,osm:way/1313390187,00d15fe0-b3b1-4c3e-98fa-b0f4b93441a7,photo-eye Gallery,santa-fe,new-mexico,usa,osm_overpass,way/1313390187,,,art,art,,needs_review,t,moved to Rufina south of Siler,56.00,80.00,0.90,0.60,f,f,f,f,f,-105.9955378,35.656256799999994,
database,50,osm:node/5305553987,c60c5e9f-ae8c-43ba-bcac-27dca8b624ba,Picacho Peak,santa-fe,new-mexico,usa,osm_overpass,node/5305553987,,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,57.00,57.50,0.55,0.90,f,f,t,f,f,-105.886688,35.6785593,
database,50,osm:node/8026656771,d0804a85-8a50-4ffe-90a5-f4d5389748e4,Pie Projects,santa-fe,new-mexico,usa,osm_overpass,node/8026656771,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9620821,35.6752675,
database,50,osm:node/4700353322,0aa63bd1-380a-4a3f-ac0f-16c79e5310c2,Pinckney R Tully House,santa-fe,new-mexico,usa,osm_overpass,node/4700353322,,,history,history,,needs_review,t,Historic site with strong local landscape context.,70.00,67.50,0.55,0.90,t,f,f,f,f,-105.9407957,35.6895261,
database,50,osm:node/13181501390,e289adee-298f-4eb6-ad27-7829e9af01ef,Pizza Gallery,santa-fe,new-mexico,usa,osm_overpass,node/13181501390,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,67.50,0.90,0.60,f,f,f,f,f,-105.9406987,35.6890533,
database,50,osm:way/443115024,31a5f1e2-6b32-4972-9c7e-2f6737bd178f,Placita,santa-fe,new-mexico,usa,osm_overpass,way/443115024,,,civic,civic,,needs_review,t,Civic space that helps explain the structure of public life.,66.00,57.50,0.90,0.75,f,f,f,t,f,-105.91205236357327,35.66681728172121,
database,50,osm:way/476272941,435a58ce-93de-441f-b8ed-e8d6277232d4,Plaza Entrada Park,santa-fe,new-mexico,usa,osm_overpass,way/476272941,,,civic,civic,,needs_review,t,Civic space that helps explain the structure of public life.,66.00,65.00,0.90,0.75,f,f,f,t,f,-105.9541801,35.64564140000001,
database,50,osm:way/1059220530,d3d8bb96-ec43-45bc-8616-3bc1de827886,Ponderosa Ridge,santa-fe,new-mexico,usa,osm_overpass,way/1059220530,,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,57.00,55.00,0.55,0.90,f,f,t,f,f,-105.90168031971749,35.673655001006914,
database,50,osm:node/11273364631,c5e8f3f6-4797-4ee4-8d3c-de643a56c818,POP Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11273364631,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9382429,35.6886885,
database,50,osm:node/9566470051,84f423ba-9afa-497c-8d07-479344b4e0d1,Prayer of Saint Francis,santa-fe,new-mexico,usa,osm_overpass,node/9566470051,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,64.00,57.50,0.55,0.60,t,f,f,f,f,-105.9362341,35.6863519,
database,50,osm:way/462245398,ea172cf9-26fe-4ebf-80b4-8b218120b294,Prescott Gallery & Sculpture Garden,santa-fe,new-mexico,usa,osm_overpass,way/462245398,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.93229704130212,35.68305228375455,
database,50,osm:node/4700373853,aea47437-5553-4fbf-9b5c-7760f7f1e607,Professor J A Wood House,santa-fe,new-mexico,usa,osm_overpass,node/4700373853,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,65.00,0.55,0.90,t,f,f,f,f,-105.9299285,35.6864452,
database,50,osm:way/310660233,683632de-bbef-41e0-ae52-55294d65ee8c,Pueblo Alegre North Park,santa-fe,new-mexico,usa,osm_overpass,way/310660233,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,62.50,0.75,0.60,f,f,t,f,f,-105.98274917932312,35.66904224454074,
database,50,osm:way/611738952,e1effd7a-24f1-4581-81cd-5a0480c0388d,Pueblo Alegre South Park,santa-fe,new-mexico,usa,osm_overpass,way/611738952,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-105.98280489311009,35.666776524204224,
database,50,osm:node/6486848846,29f8b500-7831-4ce7-82f6-37df5452a0f9,Pueblo del Sol Park,santa-fe,new-mexico,usa,osm_overpass,node/6486848846,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-105.990365,35.627993,
database,50,osm:way/474923810,4e2c9ac7-e495-45ef-8e08-2200711f2e07,Pueblos de Rodeo,santa-fe,new-mexico,usa,osm_overpass,way/474923810,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.99557807928446,35.63509627977251,
database,50,osm:relation/14699579,b6716f0f-6c9d-437f-a3b0-4b72d66c607d,Pueblos de Rodeo Road Open Space,santa-fe,new-mexico,usa,osm_overpass,relation/14699579,,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,57.00,60.00,0.55,0.90,f,f,t,f,f,-105.9960266,35.63782435,
database,50,osm:way/725437269,dd5f0e75-c3ac-4860-be98-c31bb84e95cc,Pueblos San Marcos,santa-fe,new-mexico,usa,osm_overpass,way/725437269,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.99600140909453,35.63713797832127,
database,50,osm:node/11270781093,0a70c2bd-4488-44e7-8c23-dbfa400be67a,PW Contemporary,santa-fe,new-mexico,usa,osm_overpass,node/11270781093,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9403093,35.6877129,
database,50,osm:way/243075644,73bcc3ff-0d2c-44fa-9282-ede426d82525,Ragle Park,santa-fe,new-mexico,usa,osm_overpass,way/243075644,Q49547557,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,80.00,0.75,0.60,f,f,t,f,f,-105.9713893618767,35.64275657600929,
database,50,osm:way/863697580,3c2087db-3de3-4099-aec6-228719316d1b,Rail Trail St. Francis Tunnel Grid Vent,santa-fe,new-mexico,usa,osm_overpass,way/863697580,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,60.00,0.55,0.90,f,f,f,t,f,-105.95406680228692,35.67848947027882,
database,50,osm:way/726588072,241faf4f-95ed-4375-810c-1efc252cc05a,Rancho del Sol,santa-fe,new-mexico,usa,osm_overpass,way/726588072,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-106.04181134320903,35.6306815967535,
database,50,osm:way/726587681,22c7dbca-70cc-495b-a4e3-be06c19e4428,Rancho del Sol,santa-fe,new-mexico,usa,osm_overpass,way/726587681,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-106.03912127814766,35.62934948685019,
database,50,osm:way/1002827464,3425fbf7-8283-48b9-92f0-61404ff28a84,Rancho Siringo Park,santa-fe,new-mexico,usa,osm_overpass,way/1002827464,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,55.00,0.75,0.60,f,f,t,f,f,-105.97701526506565,35.650165824377154,
